sku_number;name;meta_description;product_styles1;product_styles2;product_styles3;weave;product_metarials1;product_metarials2;product_colors1;product_colors2;product_colors3;product_colors4;pattern;region;width_by_feet-f;width_by_feet-i;width_by_inches;length_by_feet-f;length_by_feet-i;length_by_inches;height;age;period_made;is_used;has_imperfection;condition_details;price;discount;retail_price;is_local_pickup;local_delivery_miles;pickup_charge;is_own_shipping;is_free_shipping;status
AM11222;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Purple;Green;Yellow;Geometric;Pakistan;8;3;99;9;6;114;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11223;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;white;Green;Yellow;Geometric;Pakistan;8;3;99;9;6;114;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11224;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Orange;Purple;Yellow;Geometric;Pakistan;8;4;100;11;3;135;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11225;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Red;Orange;Blue;Green;Geometric;Pakistan;8;4;100;11;2;134;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11226;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Red;Purple;gray;Green;Geometric;Pakistan;8;4;100;11;3;135;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11227;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;gray;Green;Red;Geometric;Pakistan;8;3;99;9;6;114;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11228;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Purple;Green;Red;Geometric;Pakistan;8;3;99;9;5;113;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11229;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;White;Purple;Blue;Geometric;Pakistan;8;3;99;9;4;112;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11230;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Yellow;Purple;gray;Geometric;Pakistan;8;3;99;9;6;114;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11231;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;gray;Green;Red;Geometric;Pakistan;8;4;100;9;5;113;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11232;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Orange ;Purple;Blue;White;Geometric;Pakistan;8;5;101;9;4;112;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11235;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Green;Red;Blue;Geometric;Pakistan;8;5;101;9;7;115;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11236;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Orange;Purple;gray;Geometric;Pakistan;8;3;99;9;5;113;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11237;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Red;Yellow;Blue;Geometric;Pakistan;8;2;98;9;8;116;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11238;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Red;Green;Red;Geometric;Pakistan;8;1;97;10;0;120;;clearance;2010s;;;Excellent condition. ;1200;0,1;2400;x;60;200,00;x;x;0
AM11239;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Purple;Blue ;Red;Geometric;Pakistan;8;5;101;9;4;112;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11240;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Yellow;Blue;Red;Green;Geometric;Pakistan;8;3;99;9;5;113;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11241;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Pink ;Red;Blue;Geometric;Pakistan;8;3;99;10;0;120;;clearance;2010s;;;Excellent condition. ;1200;0,1;2400;x;60;200,00;x;x;0
AM11242;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Red;Green;White;Geometric;Pakistan;8;2;98;9;6;114;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11243;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Orange;Pink;Blue;Geometric;Pakistan;8;4;100;9;7;115;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11244;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Green;Blue ;Orange;Geometric;Pakistan;8;4;100;9;7;115;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
Am10215;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Taupe;Tan;Blue;White;Floral;Pakistan;4;1;49;14;6;174;0,2;Hallway Runners;2010s;;;Excellent condition. ;7280;0,1;14560;x;60;200,00;x;x;-1
Am10227;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Brown;Tan;Purple;Pink;Geometric;Anatolia;3;9;45;11;10;142;0,2;Hallway Runners;1950s;x;x;Excellent condition. ;1650;0,1;3300;x;60;200,00;x;x;-1
Am10299;Mid Century Modern Turkish Kilim;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Brown;Tan;Camel;Gray;strie;Anatolia;6;5;77;8;10;106;0,14;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2400;0,1;4800;x;60;200,00;x;x;-1
Am10304;Mid Century Modern Turkish Kilim;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Beige;Brown;Tan;Ivory;Stripes;Anatolia;7;0;84;9;1;109;0,15;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;3150;0,1;6300;x;60;200,00;x;x;-1
Am10335;Modern  Moroccan Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Modern;Moroccan;Boho Chic;Hand Knotted;Wool;;Gray;Light Gray;Greige;Dove Gray;Strie;India;4;8;56;8;2;98;0,25;One of One Modern;2010s;;;Excellent condition. ;1280;0,1;2560;x;60;200,00;x;x;-1
Am10349;Vintage Modern Hemp Kilim;A beautiful vintage kilim is handwoven by Master Artisans using handspun Hemp in Turkey. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkestan. This Mazandaran style minimalist kilim offers simple designs in natural colors.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Hemp;;Beige;Tan;Ivory;Taupe;solid;Anatolia;5;5;65;6;1;73;0,15;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1500;0,1;3000;x;60;200,00;x;x;-1
Am10370;Vintage Tabriz Wool Rug;Hand Knotted Wool Rug;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;red;burgundy;navy;blue;floral;China;4;7;55;6;6;78;;One of One Traditional;2010s;;;Excellent condition. ;1200;0,1;2400;x;60;200,00;x;x;-1
Am10434;Vintage Oushak Overdyed Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Purple;Bright Pink;Pink ;Mauve;Solid;Anatolia;5;1;61;8;6;102;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2000;0,1;4000;x;60;200,00;x;x;-1
Am10462;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Red;Burgundy;Beige;Tan;Floral;Pakistan;3;8;44;12;0;144;0,2;Hallway Runners;2010s;;;Excellent condition. ;2520;0,1;5040;x;60;200,00;x;x;-1
Am10465;Modern Simple textured Rug;Handmade Tencel Rug . ;Modern;Mid-Century Modern;Industrial ;Hand Loom;Tencel;;Green;Army Green;;;strie;India;8;6;102;13;0;156;0,22;One of One Modern;2010s;;;Excellent condition. ;2600;0,1;5200;x;60;200,00;x;x;-1
Am10472;;;;;;Hand Tufted;Wool;;Tan;Ecru;Taupe;Almond;Geometric;India;8;0;96;10;0;120;0,25;One of One Modern;2010s;;;Excellent condition. ;2800;0,1;5600;x;60;200,00;x;x;-1
Am10479;Vintage Persian Rug;Hand Woven vintage persian soumack weave rug;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Blue;Red;Sand;strie;Persia;7;0;84;9;0;108;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;3150;0,1;6300;x;60;200,00;x;x;-1
Am10483;;;;;;;;;;;;;;;6;1;73;9;1;109;;;;;;Excellent condition. Minor wear consistent with age.;0;0,1;0;x;60;200,00;x;x;-1
Am10487;Vintage Persian Rug;Hand Knotted Wool Oushak Style rug;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Red;White;Black;;Geometric;Persia;4;0;48;6;5;77;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1200;0,1;2400;x;60;200,00;x;x;-1
Am10491;Antique Persian Malayer;An exquisite antique  Persian Malayer Rug. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Brown;Charcoal;Blue;Tan;Floral;Persia;4;10;58;10;2;122;0,18;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;6000;0,1;12000;x;60;200,00;x;x;-1
Am10495;Antique Persian Malayer;An exquisite antique  Persian Malayer Rug. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Blue;Orange;Red;White;Geometric;Persia;3;5;41;10;3;123;0,2;Hallway Runners;2010s;;;Excellent condition. ;4050;0,1;8100;x;60;200,00;x;x;-1
Am10497;Antique Persian Mahal ;An exquisite antique  Persian Mahal Sultanabad. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Blue;Orange;Red;Brown;Floral;Persia;10;3;123;16;1;193;0,18;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;25600;0,1;51200;x;60;200,00;x;x;-1
Am10519;;;;;;;;;;;;;;;;;0;;;0;;;2010s;;;Excellent condition. ;0;0,1;0;x;60;200,00;x;x;-1
Am10647;;;;;;Hand Knotted;Wool;;Blue;Navy;Yellow;Orange;Geometric;Persia;14;0;168;19;8;236;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;53200;0,1;106400;x;60;200,00;x;x;-1
Am10648;Antique Persian Heriz Tribal Rug;An exquisite antique  Persian Heriz. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Red;Navy;Pink;White;Geometric;Persia;10;1;121;12;7;151;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;15000;0,1;30000;x;60;200,00;x;x;-1
Am10649;Antique Persian Mahal ;An exquisite antique  Persian Mahal Sultanabad. Weathered and distressed extremely decorative and highly sort after master piece  ;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;;;;;Floral;Persia;11;4;136;18;0;216;;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;59400;0,1;118800;x;60;200,00;x;x;-1
Am10830;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Light Gray;Stone Gray;Ivory;strie;Pakistan;7;6;90;10;0;120;0,16;One of One Modern;2010s;;;Excellent condition. ;2800;0,1;5600;x;60;200,00;x;x;-1
Am10845;;;;;;Hand Knotted;Wool;;;;;;;Persia;8;9;105;12;0;144;;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;0;0,1;0;x;60;200,00;x;x;-1
Am10846;;;;;;Hand Knotted;Wool;;;;;;;Persia;8;11;107;11;9;141;;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;0;0,1;0;x;60;200,00;x;x;-1
Am10847;;;;;;;;;;;;;;;8;10;106;11;10;142;;;;;;Excellent condition. Minor wear consistent with age.;0;0,1;0;x;60;200,00;x;x;-1
Am10882;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Tan;Orange;Blue ;Yellow;chevron;Pakistan;8;0;96;9;8;116;0,25;One of One Modern;2010s;;;Excellent condition. ;6480;0,1;12960;x;60;200,00;x;x;-1
Am10883;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Gray;Greige;Light Gray;Taupe;strie;Pakistan;8;1;97;9;10;118;0,2;One of One Modern;2010s;;;Excellent condition. ;6480;0,1;12960;x;60;200,00;x;x;-1
Am10884;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Blue;Sky Blue;Ivory;Cerulean;diamond;Pakistan;7;0;84;10;0;120;0,2;One of One Modern;2010s;;;Excellent condition. ;6300;0,1;12600;x;60;200,00;x;x;-1
Am10885;Modern Silk Gabbeh Rug;Hand Knotted in Silk. This Persian rug offers incrediable hand spun silk color variations. Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern ;Contemporary;Industrial ;Hand Knotted;Silk;;Blue;Gray;Navy;Charcoal;strie;Persia;8;1;97;10;0;120;0,3;One of One Modern;2010s;;;Excellent condition. ;12000;0,1;24000;x;60;200,00;x;x;-1
Am10887;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Gray;Charcoal;White;Slate Gray;Geometric;Pakistan;7;1;85;11;1;133;0,3;One of One Modern;2010s;;;Excellent condition. ;10780;0,1;21560;x;60;200,00;x;x;-1
